chr,category,startpos,endpos,sample_count,fragment_count,total_fragment_size_bp,region_id,ensembl_chr,hgnc_symbol,ensembl_gene_id,chromosome_name,start_position,end_position,gene_biotype,gene_name,census_genome_location,census_tier,census_hallmark,tumour_types_somatic,tumour_types_germline,cancer_syndrome,tissue_type,molecular_genetics,role_in_cancer,mutation_types,present_in_cancer_gene_census
14,3,19889814,92583927,1,1,72694113,8588,14,MAX,ENSG00000125952,14,65005398,65102695,protein_coding,Myc associated factor X,14:65075544-65102470,1,NA,"pheochromocytoma, endometrioid carcinoma, colon carcinoma",pheochromocytoma,NA,"E, O",Rec,TSG,"Mis, N, F",TRUE
18,3,166819,55280764,1,1,55113945,10707,18,MBD1,ENSG00000141644,18,50266743,50281846,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
12,3,176089,133810703,1,1,133634614,7745,12,MDM2,ENSG00000135679,12,68808141,68845544,protein_coding,Mdm2 p53 binding protein homolog,12:68808176-68850686,1,NA,"sarcoma, glioma, colorectal, other tumour types",NA,NA,"M, O, E, L",Dom,oncogene,A,TRUE
1,4,145209330,232002332,1,1,86793002,2049,1,MDM4,ENSG00000198625,1,204516369,204558120,protein_coding,Mdm4 p53 binding protein homolog,1:204516383-204558120,1,NA,"glioblastoma, bladder, retinoblastoma",NA,NA,M,Dom,oncogene,A,TRUE
1,2,69511,27320356,1,1,27250845,1611,1,MDS2,ENSG00000197880,1,23581495,23640574,lncRNA,myelodysplastic syndrome 2,1:23581495-23640568,2,NA,MDS,NA,NA,L,Dom,fusion,T,TRUE
3,3,239347,197581147,2,2,197341800,664,3,MECOM,ENSG00000085276,3,169083499,169663775,protein_coding,MDS1 and EVI1 complex locus,3:169083499-169146305,1,NA,"AML, CML, MDS",NA,NA,L,Dom,"oncogene, fusion",T,TRUE
23,3,27839617,140983031,1,1,113143414,12879,X,MED12,ENSG00000184634,X,71118543,71144103,protein_coding,mediator complex subunit 12,X:71118723-71142447,1,Yes,"uterine leiomyoma, fibroadenoma, phyllodes tumour",NA,NA,"M, E",Dom,TSG,"Mis, S, O",TRUE
11,3,1009622,76928149,1,1,75918527,7018,11,MEN1,ENSG00000133895,11,64803500,64811294,protein_coding,multiple endocrine neoplasia type 1 gene,11:64803524-64811294,1,Yes,"parathyroid tumours, pancreatic neuroendocrine tumour","parathyroid adenoma, pituitary adenoma, pancreatic islet cell, carcinoid",multiple endocrine neoplasia type 1,E,Rec,TSG,"D, Mis, N, F, S",TRUE
7,3,63033158,149589343,1,1,86556185,4927,7,MET,ENSG00000105976,7,116672051,116798391,protein_coding,met proto-oncogene (hepatocyte growth factor receptor),7:116672405-116796342,1,Yes,"papillary renal, head-neck squamous cell",papillary renal,familial papillary renal cancer,E,Dom,oncogene,Mis,TRUE
15,3,20170011,41820200,1,1,21650189,9180,15,MGA,ENSG00000174197,15,41621134,41773081,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
3,3,239347,72495945,1,1,72256598,2645,3,MITF,ENSG00000187098,3,69738536,69968336,protein_coding,melanogenesis-associated transcription factor,3:69739435-69968336,1,NA,melanoma,NA,NA,E,Dom,oncogene,A,TRUE
3,3,239347,197581147,2,2,197341800,664,3,MLF1,ENSG00000178053,3,158571151,158607255,protein_coding,myeloid leukemia factor 1,3:158582835-158606459,1,NA,AML,NA,NA,L,Dom,"TSG, fusion",T,TRUE
3,4,239347,46539523,1,1,46300176,2651,3,MLH1,ENSG00000076242,3,36992834,37051505,protein_coding,E.coli MutL homolog gene,3:36993332-37050918,1,NA,"colorectal, endometrial, ovarian, CNS tumours","colorectal, endometrial, ovarian, CNS","hereditary non-polyposis colorectal cancer, Turcot syndrome","E, O",Rec,TSG,"D, Mis, N, F, S",TRUE
19,3,107593,15784386,1,1,15676793,10931,19,MLLT1,ENSG00000130382,19,6210377,6280029,protein_coding,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1 (ENL)",19:6210379-6279948,1,NA,AL,NA,NA,L,Dom,fusion,T,TRUE
10,3,95096,23408139,3,3,23313043,402,10,MLLT10,ENSG00000078403,10,21524584,21743630,protein_coding,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 (AF10)",10:21534343-21743630,1,Yes,AL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
1,2,144052752,161136843,1,1,17084091,2031,1,MLLT11,ENSG00000213190,1,151054177,151069544,protein_coding,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11",1:151057758-151068497,1,NA,ALL,NA,NA,L,Dom,fusion,T,TRUE
9,2,154795,20953049,4,4,20798254,194,9,MLLT3,ENSG00000171843,9,20341669,20622526,protein_coding,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 (AF9)",9:20341665-20622543,1,NA,ALL,NA,NA,L,Dom,fusion,T,TRUE
17,3,6115,39186220,1,1,39180105,10061,17,MLLT6,ENSG00000275023,17,38705244,38729799,protein_coding,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 (AF17)",17:38705542-38729803,1,NA,AL,NA,NA,L,Dom,fusion,T,TRUE
22,3,16157565,28381376,1,1,12223811,12376,22,MN1,ENSG00000169184,22,27748277,27801756,protein_coding,"MN1 proto-oncogene, transcriptional regulator",22:27748277-27801498,1,NA,"AML, MDS",NA,NA,L,Dom,"oncogene, fusion",T,TRUE
7,3,63033176,158930751,1,1,95897575,4929,7,MNX1,ENSG00000130675,7,156993901,157010668,protein_coding,motor neuron and pancreas homeobox 1,7:157004853-157010651,2,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
1,3,69511,47110712,1,1,47041201,1618,1,MPL,ENSG00000117400,1,43337808,43354466,protein_coding,"myeloproliferative leukaemia virus oncogene, thrombopoietin receptor",1:43337849-43352772,1,NA,MPN,MPN,familial essential thrombocythemia,L,Dom,oncogene,Mis,TRUE
2,4,45895,86850022,1,1,86804127,2240,2,MSH2,ENSG00000095002,2,47403067,47663146,protein_coding,mutS homolog 2 (E. coli),2:47402969-47483228,1,NA,"colorectal, endometrial, ovarian","colorectal, endometrial, ovarian",hereditary non-polyposis colorectal cancer,E,Rec,TSG,"D, Mis, N, F, S",TRUE
2,4,45895,86850022,1,1,86804127,2240,2,MSH6,ENSG00000116062,2,47695530,47810109,protein_coding,mutS homolog 6 (E. coli),2:47783082-47810101,1,NA,colorectal,"colorectal, endometrial, ovarian",hereditary non-polyposis colorectal cancer,E,Rec,TSG,"Mis, N, F, S",TRUE
17,3,6115,72209858,1,1,72203743,10064,17,MSI2,ENSG00000153944,17,57255851,57684689,protein_coding,musashi homolog 2 (Drosophila),17:57256534-57684685,1,NA,CML,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
23,3,27839617,140983031,1,1,113143414,12879,X,MSN,ENSG00000147065,X,65588377,65766886,protein_coding,moesin,X:65667670-65741931,1,NA,ALCL,NA,NA,L,Dom,fusion,T,TRUE
1,4,69511,11594400,1,1,11524889,1621,1,MTOR,ENSG00000198793,1,11106531,11262556,protein_coding,mechanistic target of rapamycin,1:11106535-11262507,1,Yes,"endometrial carcinoma, head and neck, clear cell renal cell carcinoma, anaplastic thyroid cancer, urothelial cell carcinoma, central nervous system tumours, testicular germ cell tumours and other tumour types",NA,NA,E,Dom,oncogene,"Mis, N",TRUE
1,2,144052752,161136843,1,1,17084091,2031,1,MUC1,ENSG00000185499,1,155185824,155192916,protein_coding,"mucin 1, transmembrane",1:155185826-155192915,1,NA,B-NHL,NA,NA,L,Dom,fusion,T,TRUE
1,3,69511,47110712,1,1,47041201,1618,1,MUTYH,ENSG00000132781,1,45329163,45340893,protein_coding,mutY homolog (E. coli),1:45329242-45340388,1,NA,NA,colorectal,adenomatous polyposis coli,E,Rec,TSG,Mis,TRUE
6,4,292658,170892848,1,1,170600190,4263,6,MYB,ENSG00000118513,6,135180897,135219173,protein_coding,v-myb myeloblastosis viral oncogene homolog,6:135181315-135219167,1,NA,adenoid cystic carcinoma,NA,NA,E,Dom,"oncogene, fusion",T,TRUE
8,5,183002,144566969,1,1,144383967,5150,8,MYC,ENSG00000136997,8,127735434,127742951,protein_coding,v-myc myelocytomatosis viral oncogene homolog (avian),8:127736069-127741434,1,Yes,"Burkitt lymphoma, amplified in other cancers, B-CLL",NA,NA,"L, E",Dom,"oncogene, fusion","A, T",TRUE
1,3,69511,41284406,1,1,41214895,1617,1,MYCL,ENSG00000116990,1,39893597,39902256,protein_coding,v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog,1:39895426-39902013,1,NA,small cell lung carcinoma,NA,NA,E,Dom,oncogene,A,TRUE
2,2,45895,16734284,2,2,16688389,634,2,MYCN,ENSG00000134323,2,15938396,15947022,protein_coding,"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)",2:15940564-15947007,1,NA,"neuroblastoma, Wilms tumour",NA,NA,O,Dom,oncogene,"A, Mis",TRUE
3,4,239347,46539523,1,1,46300176,2651,3,MYD88,ENSG00000172936,3,38138552,38143024,protein_coding,myeloid differentiation primary response gene (88),3:38138478-38143019,1,Yes,ABC-DLBCL,NA,NA,L,Dom,oncogene,Mis,TRUE
16,3,97610,24135112,2,2,24037502,1246,16,MYH11,ENSG00000133392,16,15703135,15858438,protein_coding,"myosin, heavy polypeptide 11, smooth muscle",16:15703172-15857011,1,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
22,3,16157635,51219006,1,1,35061371,12379,22,MYH9,ENSG00000100345,22,36281277,36388018,protein_coding,"myosin, heavy polypeptide 9, non-muscle",22:36281277-36388067,1,NA,ALCL,NA,NA,L,Dom,"TSG, fusion",T,TRUE
15,2,20170011,60643302,1,1,40473291,9179,15,MYO5A,ENSG00000197535,15,52307281,52529248,protein_coding,"myosin VA (heavy chain 12, myoxin)",15:52307283-52529050,1,NA,Spitzoid tumour,NA,NA,E,Dom,fusion,T,TRUE
11,3,193863,20119312,1,1,19925449,6925,11,MYOD1,ENSG00000129152,11,17719565,17722136,protein_coding,myogenic differentiation 1,11:17719568-17722131,1,NA,embryonal rhabdomyosarcoma,NA,NA,M,Dom,oncogene,Mis,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,NAB2,ENSG00000166886,12,57088883,57095476,protein_coding,NGFI-A binding protein 2,12:57088894-57095476,1,Yes,"solitary fibrous tumour, meningeal haemangiopericytoma",NA,NA,"M, O",Dom,"TSG, fusion",T,TRUE
12,3,176089,133810703,1,1,133634614,7745,12,NACA,ENSG00000196531,12,56712305,56731628,protein_coding,nascent-polypeptide-associated complex alpha polypeptide,12:56712433-56725299,2,NA,NHL,NA,NA,L,Dom,fusion,T,TRUE
8,5,183002,144566969,1,1,144383967,5150,8,NBN,ENSG00000104320,8,89924515,90003228,protein_coding,nibrin,8:89933336-89984716,1,NA,NA,"NHL, glioma, medulloblastoma, rhabdomyosarcoma",Nijmegen breakage syndrome,"L, E, M, O",Rec,TSG,"Mis, N, F",TRUE
1,3,69511,22324705,1,1,22255194,1615,1,NBPF1,ENSG00000219481,1,16562319,16613562,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
3,3,239347,49166069,1,1,48926722,2640,3,NCKIPSD,ENSG00000213672,3,48662986,48686364,protein_coding,NCK interacting protein with SH3 domain,3:48673844-48685927,2,NA,ALL,NA,NA,L,Dom,fusion,T,TRUE
2,5,45895,25384325,1,1,25338430,2242,2,NCOA1,ENSG00000084676,2,24490983,24770702,protein_coding,nuclear receptor coactivator 1,2:24491932-24770702,1,NA,alveolar rhabdomyosarcoma,NA,NA,M,Dom,fusion,T,TRUE
8,5,183002,144566969,1,1,144383967,5150,8,NCOA2,ENSG00000140396,8,70109772,70456452,protein_coding,nuclear receptor coactivator 2 (TIF2),8:70109762-70403805,1,NA,"AML, chondrosarcoma, rhabdomyosarcoma",NA,NA,"L, M",Dom,"oncogene, fusion",T,TRUE
10,3,95096,47000217,1,1,46905121,6418,10,NCOA4,ENSG00000266412,10,46004867,46030670,protein_coding,nuclear receptor coactivator 4 - PTC3 (ELE1),10:46006412-46030607,1,NA,papillary thyroid,NA,NA,E,Dom,"TSG, fusion",T,TRUE
20,5,76962,44420682,1,1,44343720,11956,20,NCOA6,ENSG00000198646,20,34689097,34825739,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
17,5,5996,16325968,1,1,16319972,9966,17,NCOR1,ENSG00000141027,17,16029065,16218185,protein_coding,nuclear receptor corepressor 1,17:16029157-16215549,1,NA,breast,NA,NA,E,Rec,TSG,"Mis, F, N, O",TRUE
8,5,183002,144566969,1,1,144383967,5150,8,NDRG1,ENSG00000104419,8,133237171,133302022,protein_coding,N-myc downstream regulated 1,8:133237176-133297586,1,Yes,prostate,NA,NA,E,Dom,"TSG, fusion",T,TRUE
17,2,6115,33341834,1,1,33335719,10003,17,NF1,ENSG00000196712,17,31094883,31382116,protein_coding,neurofibromatosis type 1 gene,17:31094927-31377677,1,Yes,"neurofibroma, glioma","neurofibroma, glioma",neurofibromatosis type 1,O,Rec,"TSG, fusion","D, Mis, N, F, S, O",TRUE
22,3,16157635,51219006,1,1,35061371,12379,22,NF2,ENSG00000186575,22,29603520,29698598,protein_coding,neurofibromatosis type 2 gene,22:29603558-29698598,1,Yes,"meningioma, acoustic neuroma, renal","meningioma, acoustic neuroma",neurofibromatosis type 2,O,Rec,TSG,"D, Mis, N, F, S, O",TRUE
20,5,76962,60893506,1,1,60816544,11957,20,NFATC2,ENSG00000101096,20,51386957,51563072,protein_coding,"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2",20:51386957-51542719,1,NA,Ewing sarcoma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
2,3,45895,202712095,1,1,202666200,2232,2,NFE2L2,ENSG00000116044,2,177218667,177392756,protein_coding,nuclear factor (erythroid-derived 2)-like 2 (NRF2),2:177230305-177265131,1,Yes,"NSCLC, HNSCC",NA,NA,E,Dom,"oncogene, TSG",Mis,TRUE
9,3,154795,14640055,1,1,14485260,5662,9,NFIB,ENSG00000147862,9,14081843,14398983,protein_coding,nuclear factor I/B,9:14087569-14313667,1,NA,"adenoid cystic carcinoma, lipoma",NA,NA,E,Dom,fusion,T,TRUE
10,3,95096,129249662,2,2,129154566,987,10,NFKB2,ENSG00000077150,10,102394110,102402529,protein_coding,nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100),10:102394597-102402524,1,NA,B-NHL,NA,NA,L,Dom,"oncogene, TSG, fusion",T,TRUE
6,2,203466,90661576,1,1,90458110,4259,6,NFKBIE,ENSG00000146232,6,44258166,44265788,protein_coding,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon",6:44258166-44265788,1,NA,"CLL, desmoplastic melanoma",NA,NA,"L, E",Dom/Rec,TSG,"F, Mis",TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,NIN,ENSG00000100503,14,50719763,50832038,protein_coding,ninein (GSK3B interacting protein),14:50725840-50831121,1,NA,MPN,NA,NA,L,Dom,fusion,T,TRUE
14,3,19889814,92583927,1,1,72694113,8588,14,NKX2-1,ENSG00000136352,14,36516392,36521149,protein_coding,NK2 homeobox 1,14:36516392-36520228,1,NA,NSCLC,NA,NA,E,Dom,"oncogene, TSG",A,TRUE
23,3,27839617,140983031,1,1,113143414,12879,X,NONO,ENSG00000147140,X,71254270,71301522,protein_coding,"non-POU domain containing, octamer-binding",X:71283583-71301168,1,Yes,papillary renal,NA,NA,E,Dom,fusion,T,TRUE
9,3,66457127,137328502,1,1,70871375,5967,9,NOTCH1,ENSG00000148400,9,136494433,136546048,protein_coding,"Notch homolog 1, translocation-associated (Drosophila) (TAN1)",9:136494433-136545786,1,Yes,"T-ALL, breast, bladder, skin SCC, lung SCC, head and neck SCC",NA,NA,"L, E",Dom/Rec,"oncogene, TSG, fusion","T, Mis, O",TRUE
1,3,721757,120925996,2,2,120204239,598,1,NOTCH2,ENSG00000134250,1,119909256,120100779,protein_coding,Notch homolog 2,1:119911553-120069626,1,Yes,"marginal zone lymphoma, DLBCL, bladder",NA,NA,"L, E",Dom/Rec,"oncogene, TSG","N, F, Mis",TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,NPM1,ENSG00000181163,5,171387086,171411952,protein_coding,"nucleophosmin (nucleolar phosphoprotein B23, numatrin)",5:171387648-171411137,1,Yes,"NHL, APL, AML",NA,NA,L,Dom,"oncogene, fusion","T, F",TRUE
9,2,65602660,104449063,1,1,38846403,5923,9,NR4A3,ENSG00000119508,9,99821847,99866891,protein_coding,"nuclear receptor subfamily 4, group A, member 3 (NOR1)",9:99821855-99866891,1,NA,extraskeletal myxoid chondrosarcoma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
1,3,721757,120925996,2,2,120204239,598,1,NRAS,ENSG00000213281,1,114704468,114716775,protein_coding,neuroblastoma RAS viral (v-ras) oncogene homolog,1:114704469-114716894,1,Yes,"melanoma, MM, AML, thyroid",NA,NA,"L, E",Dom,oncogene,Mis,TRUE
8,2,182710,35425870,4,4,35243160,187,8,NRG1,ENSG00000157168,8,31639222,32855666,protein_coding,neuregulin 1,8:32548635-32764407,1,NA,NSCLC,NA,NA,E,Dom,"TSG, fusion",T,TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,NSD1,ENSG00000165671,5,177131787,177300213,protein_coding,nuclear receptor binding SET domain protein 1,5:177133925-177300215,1,NA,AML,NA,NA,L,Dom,fusion,T,TRUE
10,3,95096,129249662,2,2,129154566,987,10,NT5C2,ENSG00000076685,10,103086478,103277622,protein_coding,"5'-nucleotidase, cytosolic II",10:103088018-103193306,1,Yes,relapse ALL,NA,NA,L,Dom,oncogene,Mis,TRUE
1,2,144052752,161136843,1,1,17084091,2031,1,NTRK1,ENSG00000198400,1,156815636,156881850,protein_coding,"neurotrophic tyrosine kinase, receptor, type 1",1:156860894-156881642,1,NA,"papillary thyroid, Spitzoid tumour",NA,NA,E,Dom,"oncogene, TSG, fusion","T, A",TRUE
15,3,20170150,88679785,1,1,68509635,9204,15,NTRK3,ENSG00000140538,15,87859751,88256993,protein_coding,"neurotrophic tyrosine kinase, receptor, type 3",15:87876757-88256731,1,NA,"congenital fibrosarcoma, secretory breast",NA,NA,"E, M",Dom,"oncogene, fusion",T,TRUE
11,3,1009622,76928149,1,1,75918527,7018,11,NUMA1,ENSG00000137497,11,72002860,72080693,protein_coding,nuclear mitotic apparatus protein 1,11:72002864-72080687,1,NA,APL,NA,NA,L,Dom,fusion,T,TRUE
9,3,66457127,132515081,1,1,66057954,5964,9,NUP214,ENSG00000126883,9,131124868,131234667,protein_coding,nucleoporin 214kDa (CAN),9:131125561-131234670,1,NA,"AML, T-ALL",NA,NA,L,Dom,fusion,T,TRUE
11,3,193189,5079946,1,1,4886757,6862,11,NUP98,ENSG00000110713,11,3671083,3797792,protein_coding,nucleoporin 98kDa,11:3675010-3797792,1,NA,AML,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
15,3,20170011,41820200,1,1,21650189,9180,15,NUTM1,ENSG00000184507,15,34343315,34357737,protein_coding,"NUT midline carcinoma, family member 1",15:34343315-34357728,1,NA,lethal midline carcinoma,NA,NA,E,Dom,"oncogene, fusion",T,TRUE
10,3,95096,129249662,2,2,129154566,987,10,NUTM2A,ENSG00000184923,10,87225448,87236908,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
10,2,95096,81192577,3,3,81097481,401,10,NUTM2B,ENSG00000188199,10,79703227,79714681,protein_coding,NUT family member 2B,10:79703227-79712757,1,NA,endometrial stromal sarcoma,NA,NA,M,Dom,fusion,T,TRUE
4,3,59475,134085208,1,1,134025733,3250,4,ODAM,ENSG00000109205,4,70195706,70205734,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
21,5,9825769,40823981,1,1,30998212,12162,21,OLIG2,ENSG00000205927,21,33025327,33029209,protein_coding,oligodendrocyte lineage transcription factor 2 (BHLHB1),21:33025935-33029196,1,NA,T-ALL,NA,NA,L,Dom,"oncogene, fusion",T,TRUE
1,4,69511,63128836,1,1,63059325,1625,1,OMA1,ENSG00000162600,1,58415384,58546838,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
9,2,65602660,104449063,1,1,38846403,5923,9,OMD,ENSG00000127083,9,92412034,92424481,protein_coding,osteomodulin,9:92414245-92424461,2,NA,aneurysmal bone cyst,NA,NA,M,Dom,fusion,T,TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,PAFAH1B2,ENSG00000168092,11,117144278,117176894,protein_coding,"platelet-activating factor acetylhydrolase, isoform Ib, beta subunit 30kDa",11:117144267-117171048,1,Yes,MLCLS,NA,NA,L,Dom,fusion,T,TRUE
16,3,97610,24135112,2,2,24037502,1246,16,PALB2,ENSG00000083093,16,23603158,23641342,protein_coding,partner and localizer of BRCA2,16:23603170-23641310,1,NA,NA,"Wilms tumour, medulloblastoma, AML ,breast","Fanconi anaemia N, breast cancer susceptibility","L, O, E",Rec,TSG,"F, N, Mis",TRUE
2,3,86359405,242841399,1,1,156481994,2319,2,PASK,ENSG00000115687,2,241106094,241150852,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
22,3,16157635,51219006,1,1,35061371,12379,22,PATZ1,ENSG00000100105,22,31325804,31346605,protein_coding,zinc finger protein 278 (ZSG),22:31325804-31346232,1,NA,Ewing sarcoma,NA,NA,M,Dom,"TSG, fusion",T,TRUE
2,3,86359405,242841399,1,1,156481994,2319,2,PAX3,ENSG00000135903,2,222199887,222299011,protein_coding,paired box gene 3,2:222199888-222298981,1,Yes,alveolar rhabdomyosarcoma,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
9,3,154795,37782111,1,1,37627316,5681,9,PAX5,ENSG00000196092,9,36833269,37034268,protein_coding,paired box gene 5 (B-cell lineage specific activator protein),9:36833275-37034185,1,Yes,"NHL, ALL, B-ALL",NA,NA,L,Dom,"oncogene, TSG, fusion","T, Mis, D, F, S",TRUE
1,3,69511,22324705,1,1,22255194,1615,1,PAX7,ENSG00000009709,1,18630846,18748876,protein_coding,paired box gene 7,1:18631006-18736138,1,Yes,alveolar rhabdomyosarcoma,NA,NA,M,Dom,fusion,T,TRUE
2,3,45895,202712095,1,1,202666200,2232,2,PAX8,ENSG00000125618,2,113215997,113279001,protein_coding,paired box gene 8,2:113215997-113278921,1,Yes,follicular thyroid,NA,NA,E,Dom,fusion,T,TRUE
3,3,239347,52557038,1,1,52317691,2641,3,PBRM1,ENSG00000163939,3,52544271,52685979,protein_coding,polybromo 1,3:52547841-52685836,1,Yes,"clear cell renal carcinoma, breast",NA,NA,E,Rec,TSG,"Mis, N, F, S, D, O",TRUE
1,4,145209330,177199323,1,1,31989993,2048,1,PBX1,ENSG00000185630,1,164555584,164899296,protein_coding,pre-B-cell leukemia transcription factor 1,1:164559635-164851831,1,Yes,"pre B-ALL, myoepithelioma",NA,NA,"L, M",Dom,"oncogene, fusion",T,TRUE
8,2,182710,35425870,4,4,35243160,187,8,PCM1,ENSG00000078674,8,17922746,18029996,protein_coding,pericentriolar material 1  (PTC4),8:17922840-18027968,1,NA,"papillary thyroid, CML, MPN",NA,NA,"E, L",Dom,fusion,T,TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,PCSK7,ENSG00000160613,11,117202588,117232628,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
9,3,154795,6468447,1,1,6313652,5658,9,PDCD1LG2,ENSG00000197646,9,5485745,5571282,protein_coding,programmed cell death 1 ligand 2,9:5510570-5571254,1,Yes,"PMBL, Hodgkin lymphoma",NA,NA,L,Dom,"oncogene, fusion",T,TRUE
19,4,29567046,35251344,1,1,5684298,11501,19,PDCD2L,ENSG00000126249,19,34404386,34426169,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
1,2,144052752,161136843,1,1,17084091,2031,1,PDE4DIP,ENSG00000178104,1,148808140,149048286,protein_coding,phosphodiesterase 4D interacting protein (myomegalin),1:148889463-149033016,1,NA,MPN,NA,NA,L,Dom,fusion,T,TRUE
22,3,16157635,51219006,1,1,35061371,12379,22,PDGFB,ENSG00000100311,22,39221746,39244982,protein_coding,platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog),22:39223359-39244751,1,NA,DFSP,NA,NA,M,Dom,"oncogene, fusion",T,TRUE
4,3,59475,134085208,1,1,134025733,3250,4,PDGFRA,ENSG00000134853,4,54229130,54298246,protein_coding,"platelet-derived growth factor, alpha-receptor",4:54229097-54298247,1,Yes,"GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma",GIST,familial gastrointestinal stromal tumour,"L, M, O",Dom,"oncogene, fusion","Mis, O, T",TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,PDGFRB,ENSG00000113721,5,150113839,150186363,protein_coding,"platelet-derived growth factor receptor, beta polypeptide",5:150113837-150155860,1,NA,"MPN, AML, CMML, CML",NA,NA,L,Dom,"oncogene, fusion",T,TRUE
17,6,5996,16005187,1,1,15999191,9967,17,PER1,ENSG00000179094,17,8140467,8156506,protein_coding,period homolog 1 (Drosophila),17:8140472-8152435,1,Yes,"AML, CMML",NA,NA,L,Dom,"TSG, fusion",T,TRUE
23,3,27839617,140983031,1,1,113143414,12879,X,PHF6,ENSG00000156531,X,134373284,134428792,protein_coding,PHD finger protein 6,X:134373312-134428789,1,NA,ETP ALL,NA,NA,L,Rec,TSG,"F, N, S, Mis",TRUE
4,3,53211,47034626,1,1,46981415,3234,4,PHOX2B,ENSG00000109132,4,41744082,41748887,protein_coding,paired-like homeobox 2b,4:41744082-41748970,1,Yes,neuroblastoma,neuroblastoma,familial neuroblastoma,O,Rec,TSG,"Mis, F",TRUE
11,2,48510654,129784966,1,1,81274312,7352,11,PICALM,ENSG00000073921,11,85957157,86069882,protein_coding,phosphatidylinositol binding clathrin assembly protein (CALM),11:85958814-86068929,1,Yes,"T-ALL, AML",NA,NA,L,Dom,fusion,T,TRUE
3,3,239347,197581147,2,2,197341800,664,3,PIK3CA,ENSG00000121879,3,179148114,179240093,protein_coding,"phosphoinositide-3-kinase, catalytic, alpha polypeptide",3:179148523-179240093,1,Yes,"colorectal, gastric, glioblastoma, breast",NA,NA,"E, O",Dom,oncogene,Mis,TRUE
5,3,40852451,180687212,1,1,139834761,3797,5,PIK3R1,ENSG00000145675,5,68215740,68301821,protein_coding,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",5:68215720-68301821,1,Yes,"glioblastoma, ovarian, colorectal",NA,NA,"E, O",Rec,TSG,"Mis, F, O",TRUE
6,2,203466,90661576,1,1,90458110,4259,6,PIM1,ENSG00000137193,6,37170152,37175428,protein_coding,pim-1 oncogene,6:37170203-37175426,1,Yes,NHL,NA,NA,L,Dom,"oncogene, fusion","T, Mis",TRUE
8,5,183002,144566969,1,1,144383967,5150,8,PLAG1,ENSG00000181690,8,56160909,56211357,protein_coding,pleiomorphic adenoma gene 1,8:56160904-56211279,1,NA,"salivary adenoma, lipoblastoma",NA,NA,E,Dom,"oncogene, fusion",T,TRUE
20,5,76962,44420682,1,1,44343720,11956,20,PLCG1,ENSG00000124181,20,41136931,41196801,protein_coding,"phospholipase C, gamma 1",20:41136960-41175721,1,Yes,angiosarcoma,NA,NA,E,Dom,"oncogene, fusion",Mis,TRUE
16,3,46508314,90142087,1,1,43633773,9687,16,PLCG2,ENSG00000197943,16,81738248,81962685,protein_coding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
